,frequency,mode,date,time,mycall,urrst,urnr,call,myrst,mynr,stn,datetime,hour,band,band_int,frequency_counts,station_type,dxcc,zonecq,zoneitu,continent,latitude,longitude,prefix,cum_dxcc_band,dxcc_band,dxcc_band_evol_all,dxcc_band_evol_10,dxcc_band_evol_15,dxcc_band_evol_20,dxcc_band_evol_40,dxcc_band_evol_80,dxcc_band_evol_160,cum_zonecq_band,zonecq_band,zonecq_band_evol_all,zonecq_band_evol_10,zonecq_band_evol_15,zonecq_band_evol_20,zonecq_band_evol_40,zonecq_band_evol_80,zonecq_band_evol_160,mults_evol_all,mults_evol_10,mults_evol_15,mults_evol_20,mults_evol_40,mults_evol_80,mults_evol_160,call_counter_band,isdupe,qsos_counter_band,qsos_evol_all,qsos_evol_10,qsos_evol_15,qsos_evol_20,qsos_evol_40,qsos_evol_80,qsos_evol_160,points,morse_length_seconds
1254,7024.0,CW,2016-11-26,0409,P33W,599,20,IS0HQJ,599,15,1,2016-11-26 04:09:00,4,40.0,4.0,1.0,multi,Sardinia,15,28,continentEU,40.15,-9.27,IS,1,1,238,,,,106.0,,,190,0,55,,,,28.0,,,293,,,,134.0,,,1,0,1.0,1243.0,,,,682.0,,,3,3.0
1255,1826.0,CW,2016-11-26,0409,P33W,599,20,HA3MN,599,15,0,2016-11-26 04:09:00,4,160.0,6.0,93.0,running,Hungary,15,28,continentEU,47.12,-19.28,HA,9,0,238,,,,,,53.0,66,0,55,,,,,,8.0,293,,,,,,61.0,1,0,1.0,1244.0,,,,,,239.0,3,1.96
1256,1826.0,CW,2016-11-26,0409,P33W,599,20,UA3MIF,599,16,0,2016-11-26 04:09:00,4,160.0,6.0,93.0,running,European Russia,16,29,continentEU,53.65,-41.37,UA,48,0,238,,,,,,53.0,82,0,55,,,,,,8.0,293,,,,,,61.0,1,0,1.0,1245.0,,,,,,240.0,3,2.36
1257,1826.0,CW,2016-11-26,0409,P33W,599,20,SM6CNN,599,14,0,2016-11-26 04:09:00,4,160.0,6.0,93.0,running,Sweden,14,18,continentEU,61.20,-14.57,SM,6,0,238,,,,,,53.0,62,0,55,,,,,,8.0,293,,,,,,61.0,1,0,1.0,1246.0,,,,,,241.0,3,2.36
1258,1826.0,CW,2016-11-26,0409,P33W,599,20,OE2E,599,15,0,2016-11-26 04:09:00,4,160.0,6.0,93.0,running,Austria,15,28,continentEU,47.33,-13.33,OE,2,0,238,,,,,,53.0,67,0,55,,,,,,8.0,293,,,,,,61.0,1,0,1.0,1247.0,,,,,,242.0,3,1.48
1259,1826.0,CW,2016-11-26,0410,P33W,599,20,OH1MF,599,15,0,2016-11-26 04:10:00,4,160.0,6.0,93.0,running,Finland,15,18,continentEU,63.78,-27.08,OH,8,0,238,,,,,,53.0,68,0,55,,,,,,8.0,293,,,,,,61.0,1,0,1.0,1248.0,,,,,,243.0,3,2.52
1260,1826.0,CW,2016-11-26,0410,P33W,599,20,LZ5R,599,20,0,2016-11-26 04:10:00,4,160.0,6.0,93.0,running,Bulgaria,20,28,continentEU,42.83,-25.08,LZ,5,0,238,,,,,,53.0,15,0,55,,,,,,8.0,293,,,,,,61.0,1,0,1.0,1249.0,,,,,,244.0,3,1.8
1261,1826.0,CW,2016-11-26,0410,P33W,599,20,OL1C,599,15,0,2016-11-26 04:10:00,4,160.0,6.0,93.0,running,Czech Republic,15,28,continentEU,50.00,-16.00,OK,7,0,238,,,,,,53.0,69,0,55,,,,,,8.0,293,,,,,,61.0,1,0,1.0,1250.0,,,,,,245.0,3,2.28
1262,1826.0,CW,2016-11-26,0410,P33W,599,20,RA2FV,599,15,0,2016-11-26 04:10:00,4,160.0,6.0,93.0,running,Kaliningrad,15,29,continentEU,54.72,-20.52,UA2,1,1,239,,,,,,54.0,70,0,55,,,,,,8.0,294,,,,,,62.0,1,0,1.0,1251.0,,,,,,246.0,3,2.28
1263,1826.0,CW,2016-11-26,0411,P33W,599,20,RC5Z,599,16,0,2016-11-26 04:11:00,4,160.0,6.0,93.0,running,European Russia,16,29,continentEU,53.65,-41.37,UA,49,0,239,,,,,,54.0,83,0,55,,,,,,8.0,294,,,,,,62.0,1,0,1.0,1252.0,,,,,,247.0,3,1.88
1264,1826.0,CW,2016-11-26,0411,P33W,599,20,EF1A,599,14,0,2016-11-26 04:11:00,4,160.0,6.0,93.0,running,Spain,14,37,continentEU,40.37,4.88,EA,4,0,239,,,,,,54.0,63,0,55,,,,,,8.0,294,,,,,,62.0,1,0,1.0,1253.0,,,,,,248.0,3,1.64
1265,1840.0,CW,2016-11-26,0411,P33W,599,20,GM4Z,599,14,0,2016-11-26 04:11:00,4,160.0,6.0,1.0,inband,Scotland,14,27,continentEU,56.82,4.18,GM,1,1,240,,,,,,55.0,64,0,55,,,,,,8.0,295,,,,,,63.0,1,0,1.0,1254.0,,,,,,249.0,3,1.88
1266,1826.0,CW,2016-11-26,0412,P33W,599,20,RA3ST,599,16,0,2016-11-26 04:12:00,4,160.0,6.0,93.0,running,European Russia,16,29,continentEU,53.65,-41.37,UA,50,0,240,,,,,,55.0,84,0,55,,,,,,8.0,295,,,,,,63.0,1,0,1.0,1255.0,,,,,,250.0,3,1.8
1267,1826.0,CW,2016-11-26,0412,P33W,599,20,UA6CC,599,16,0,2016-11-26 04:12:00,4,160.0,6.0,93.0,running,European Russia,16,29,continentEU,53.65,-41.37,UA,51,0,240,,,,,,55.0,85,0,55,,,,,,8.0,295,,,,,,63.0,1,0,1.0,1256.0,,,,,,251.0,3,2.28
1268,1826.0,CW,2016-11-26,0412,P33W,599,20,ED8X,599,33,0,2016-11-26 04:12:00,4,160.0,6.0,93.0,running,Canary Islands,33,36,continentAF,28.10,15.40,EA8,2,0,240,,,,,,55.0,7,0,55,,,,,,8.0,295,,,,,,63.0,1,0,1.0,1257.0,,,,,,252.0,3,1.72
1269,1833.0,CW,2016-11-26,0412,P33W,599,20,DL7VOG,599,14,0,2016-11-26 04:12:00,4,160.0,6.0,1.0,inband,Fed. Rep. of Germany,14,28,continentEU,51.00,-10.00,DL,27,0,240,,,,,,55.0,65,0,55,,,,,,8.0,295,,,,,,63.0,1,0,1.0,1258.0,,,,,,253.0,3,2.92
1270,1826.0,CW,2016-11-26,0413,P33W,599,20,OH2NC,599,15,0,2016-11-26 04:13:00,4,160.0,6.0,93.0,running,Finland,15,18,continentEU,63.78,-27.08,OH,9,0,240,,,,,,55.0,71,0,55,,,,,,8.0,295,,,,,,63.0,1,0,1.0,1259.0,,,,,,254.0,3,2.44
1271,1826.0,CW,2016-11-26,0413,P33W,599,20,RA3DNC,599,16,0,2016-11-26 04:13:00,4,160.0,6.0,93.0,running,European Russia,16,29,continentEU,53.65,-41.37,UA,52,0,240,,,,,,55.0,86,0,55,,,,,,8.0,295,,,,,,63.0,1,0,1.0,1260.0,,,,,,255.0,3,2.52
1272,1826.0,CW,2016-11-26,0413,P33W,599,20,LY4L,599,15,0,2016-11-26 04:13:00,4,160.0,6.0,93.0,running,Lithuania,15,29,continentEU,55.45,-23.63,LY,8,0,240,,,,,,55.0,72,0,55,,,,,,8.0,295,,,,,,63.0,1,0,1.0,1261.0,,,,,,256.0,3,2.04
1273,1818.0,CW,2016-11-26,0413,P33W,599,20,HG5C,599,15,0,2016-11-26 04:13:00,4,160.0,6.0,1.0,inband,Hungary,15,28,continentEU,47.12,-19.28,HA,10,0,240,,,,,,55.0,73,0,55,,,,,,8.0,295,,,,,,63.0,1,0,1.0,1262.0,,,,,,257.0,3,1.8
1274,1826.0,CW,2016-11-26,0414,P33W,599,20,OH5DX,599,15,0,2016-11-26 04:14:00,4,160.0,6.0,93.0,running,Finland,15,18,continentEU,63.78,-27.08,OH,10,0,240,,,,,,55.0,74,0,55,,,,,,8.0,295,,,,,,63.0,1,0,1.0,1263.0,,,,,,258.0,3,2.28
1275,1826.0,CW,2016-11-26,0414,P33W,599,20,LY4A,599,15,0,2016-11-26 04:14:00,4,160.0,6.0,93.0,running,Lithuania,15,29,continentEU,55.45,-23.63,LY,9,0,240,,,,,,55.0,75,0,55,,,,,,8.0,295,,,,,,63.0,1,0,1.0,1264.0,,,,,,259.0,3,1.88
1276,1826.0,CW,2016-11-26,0414,P33W,599,20,OL3Z,599,15,0,2016-11-26 04:14:00,4,160.0,6.0,93.0,running,Czech Republic,15,28,continentEU,50.00,-16.00,OK,8,0,240,,,,,,55.0,76,0,55,,,,,,8.0,295,,,,,,63.0,1,0,1.0,1265.0,,,,,,260.0,3,2.12
1277,1826.0,CW,2016-11-26,0415,P33W,599,20,LZ6Y,599,20,0,2016-11-26 04:15:00,4,160.0,6.0,93.0,running,Bulgaria,20,28,continentEU,42.83,-25.08,LZ,6,0,240,,,,,,55.0,16,0,55,,,,,,8.0,295,,,,,,63.0,1,0,1.0,1266.0,,,,,,261.0,3,2.12
1278,1826.0,CW,2016-11-26,0415,P33W,599,20,MI5I,599,14,0,2016-11-26 04:15:00,4,160.0,6.0,93.0,running,Northern Ireland,14,27,continentEU,54.73,6.68,GI,1,1,241,,,,,,56.0,66,0,55,,,,,,8.0,296,,,,,,64.0,1,0,1.0,1267.0,,,,,,262.0,3,1.24
1279,1826.0,CW,2016-11-26,0416,P33W,599,20,S52ZW,599,15,0,2016-11-26 04:16:00,4,160.0,6.0,93.0,running,Slovenia,15,28,continentEU,46.00,-14.00,S5,4,0,241,,,,,,56.0,77,0,55,,,,,,8.0,296,,,,,,64.0,1,0,1.0,1268.0,,,,,,263.0,3,2.44
1280,1826.0,CW,2016-11-26,0416,P33W,599,20,DJ2IA,599,14,0,2016-11-26 04:16:00,4,160.0,6.0,93.0,running,Fed. Rep. of Germany,14,28,continentEU,51.00,-10.00,DL,28,0,241,,,,,,56.0,67,0,55,,,,,,8.0,296,,,,,,64.0,1,0,1.0,1269.0,,,,,,264.0,3,2.2
1281,1826.0,CW,2016-11-26,0417,P33W,599,20,US7IM,599,16,0,2016-11-26 04:17:00,4,160.0,6.0,93.0,running,Ukraine,16,29,continentEU,50.00,-30.00,UR,26,0,241,,,,,,56.0,87,0,55,,,,,,8.0,296,,,,,,64.0,1,0,1.0,1270.0,,,,,,265.0,3,1.88
1282,1826.0,CW,2016-11-26,0417,P33W,599,20,DL7QU,599,14,0,2016-11-26 04:17:00,4,160.0,6.0,93.0,running,Fed. Rep. of Germany,14,28,continentEU,51.00,-10.00,DL,29,0,241,,,,,,56.0,68,0,55,,,,,,8.0,296,,,,,,64.0,1,0,1.0,1271.0,,,,,,266.0,3,2.44
1283,1826.0,CW,2016-11-26,0417,P33W,599,20,DJ5AN,599,14,0,2016-11-26 04:17:00,4,160.0,6.0,93.0,running,Fed. Rep. of Germany,14,28,continentEU,51.00,-10.00,DL,30,0,241,,,,,,56.0,69,0,55,,,,,,8.0,296,,,,,,64.0,1,0,1.0,1272.0,,,,,,267.0,3,2.04
1284,1826.0,CW,2016-11-26,0417,P33W,599,20,RT4P,599,16,0,2016-11-26 04:17:00,4,160.0,6.0,93.0,running,European Russia,16,29,continentEU,53.65,-41.37,UA,53,0,241,,,,,,56.0,88,0,55,,,,,,8.0,296,,,,,,64.0,1,0,1.0,1273.0,,,,,,268.0,3,1.64
1285,1812.0,CW,2016-11-26,0418,P33W,599,20,UA4S,599,16,0,2016-11-26 04:18:00,4,160.0,6.0,2.0,inband,European Russia,16,29,continentEU,53.65,-41.37,UA,54,0,241,,,,,,56.0,89,0,55,,,,,,8.0,296,,,,,,64.0,1,0,1.0,1274.0,,,,,,269.0,3,1.48
1286,1826.0,CW,2016-11-26,0418,P33W,599,20,SM5CBN,599,14,0,2016-11-26 04:18:00,4,160.0,6.0,93.0,running,Sweden,14,18,continentEU,61.20,-14.57,SM,7,0,241,,,,,,56.0,70,0,55,,,,,,8.0,296,,,,,,64.0,1,0,1.0,1275.0,,,,,,270.0,3,2.44
1287,1826.0,CW,2016-11-26,0418,P33W,599,20,LY2C,599,15,0,2016-11-26 04:18:00,4,160.0,6.0,93.0,running,Lithuania,15,29,continentEU,55.45,-23.63,LY,10,0,241,,,,,,56.0,78,0,55,,,,,,8.0,296,,,,,,64.0,1,0,1.0,1276.0,,,,,,271.0,3,2.28
1288,1826.0,CW,2016-11-26,0418,P33W,599,20,RN6LG,599,16,0,2016-11-26 04:18:00,4,160.0,6.0,93.0,running,European Russia,16,29,continentEU,53.65,-41.37,UA,55,0,241,,,,,,56.0,90,0,55,,,,,,8.0,296,,,,,,64.0,1,0,1.0,1277.0,,,,,,272.0,3,2.12
1289,3563.0,CW,2016-11-26,0418,P33W,599,20,TI5W,599,7,1,2016-11-26 04:18:00,4,80.0,5.0,1.0,multi,Costa Rica,7,11,continentNA,10.00,84.00,TI,1,1,242,,,,,80.0,,1,1,56,,,,,20.0,,298,,,,,100.0,,1,0,1.0,1278.0,,,,,324.0,,3,1.32
1290,1826.0,CW,2016-11-26,0419,P33W,599,20,IZ8JFL/1,599,15,0,2016-11-26 04:19:00,4,160.0,6.0,93.0,running,,-1,-1,,,,,3,0,242,,,,,,56.0,79,0,56,,,,,,8.0,298,,,,,,64.0,1,0,1.0,1279.0,,,,,,273.0,0,4.44
1291,1826.0,CW,2016-11-26,0419,P33W,599,20,UC7A,599,16,0,2016-11-26 04:19:00,4,160.0,6.0,93.0,running,European Russia,16,29,continentEU,53.65,-41.37,UA,56,0,242,,,,,,56.0,91,0,56,,,,,,8.0,298,,,,,,64.0,1,0,1.0,1280.0,,,,,,274.0,3,1.8
1292,1832.0,CW,2016-11-26,0419,P33W,599,20,IK0YVV,599,15,0,2016-11-26 04:19:00,4,160.0,6.0,2.0,inband,Italy,15,28,continentEU,42.82,-12.58,I,5,0,242,,,,,,56.0,80,0,56,,,,,,8.0,298,,,,,,64.0,1,0,1.0,1281.0,,,,,,275.0,3,3.08
1293,1826.0,CW,2016-11-26,0419,P33W,599,20,DJ3WE,599,14,0,2016-11-26 04:19:00,4,160.0,6.0,93.0,running,Fed. Rep. of Germany,14,28,continentEU,51.00,-10.00,DL,31,0,242,,,,,,56.0,71,0,56,,,,,,8.0,298,,,,,,64.0,1,0,1.0,1282.0,,,,,,276.0,3,2.2
1294,1826.0,CW,2016-11-26,0419,P33W,599,20,R2AA,599,16,0,2016-11-26 04:19:00,4,160.0,6.0,93.0,running,European Russia,16,29,continentEU,53.65,-41.37,UA,57,0,242,,,,,,56.0,92,0,56,,,,,,8.0,298,,,,,,64.0,1,0,1.0,1283.0,,,,,,277.0,3,1.64
1295,1826.0,CW,2016-11-26,0420,P33W,599,20,HB9FMN,599,14,0,2016-11-26 04:20:00,4,160.0,6.0,93.0,running,Switzerland,14,28,continentEU,46.87,-8.12,HB,3,0,242,,,,,,56.0,72,0,56,,,,,,8.0,298,,,,,,64.0,1,0,1.0,1284.0,,,,,,278.0,3,2.76
1296,1826.0,CW,2016-11-26,0420,P33W,599,20,S50XX,599,15,0,2016-11-26 04:20:00,4,160.0,6.0,93.0,running,Slovenia,15,28,continentEU,46.00,-14.00,S5,5,0,242,,,,,,56.0,81,0,56,,,,,,8.0,298,,,,,,64.0,1,0,1.0,1285.0,,,,,,279.0,3,2.68
1297,1830.0,CW,2016-11-26,0420,P33W,599,20,PA3AAV,599,14,0,2016-11-26 04:20:00,4,160.0,6.0,2.0,inband,Netherlands,14,27,continentEU,52.28,-5.47,PA,5,0,242,,,,,,56.0,73,0,56,,,,,,8.0,298,,,,,,64.0,1,0,1.0,1286.0,,,,,,280.0,3,2.52
1298,1826.0,CW,2016-11-26,0420,P33W,599,20,YO2DFA,599,20,0,2016-11-26 04:20:00,4,160.0,6.0,93.0,running,Romania,20,28,continentEU,45.78,-24.70,YO,4,0,242,,,,,,56.0,17,0,56,,,,,,8.0,298,,,,,,64.0,1,0,1.0,1287.0,,,,,,281.0,3,3.0
1299,3543.0,CW,2016-11-26,0420,P33W,599,20,HI3CC,599,8,1,2016-11-26 04:20:00,4,80.0,5.0,1.0,multi,Dominican Republic,8,11,continentNA,19.13,70.68,HI,1,1,243,,,,,81.0,,5,0,56,,,,,20.0,,299,,,,,101.0,,1,0,1.0,1288.0,,,,,325.0,,3,2.28
1300,1829.0,CW,2016-11-26,0420,P33W,599,20,SN8B,599,15,0,2016-11-26 04:20:00,4,160.0,6.0,3.0,inband,Poland,15,28,continentEU,52.28,-18.67,SP,10,0,243,,,,,,56.0,82,0,56,,,,,,8.0,299,,,,,,64.0,1,0,1.0,1289.0,,,,,,282.0,3,1.72
1301,1826.0,CW,2016-11-26,0421,P33W,599,20,UX8IA,599,16,0,2016-11-26 04:21:00,4,160.0,6.0,93.0,running,Ukraine,16,29,continentEU,50.00,-30.00,UR,27,0,243,,,,,,56.0,93,0,56,,,,,,8.0,299,,,,,,64.0,1,0,1.0,1290.0,,,,,,283.0,3,2.12
1302,1826.0,CW,2016-11-26,0421,P33W,599,20,UX4U,599,16,0,2016-11-26 04:21:00,4,160.0,6.0,93.0,running,Ukraine,16,29,continentEU,50.00,-30.00,UR,28,0,243,,,,,,56.0,94,0,56,,,,,,8.0,299,,,,,,64.0,1,0,1.0,1291.0,,,,,,284.0,3,1.8
1303,1812.0,CW,2016-11-26,0421,P33W,599,20,E75A,599,15,0,2016-11-26 04:21:00,4,160.0,6.0,2.0,inband,Bosnia-Herzegovina,15,28,continentEU,44.32,-17.57,E7,2,0,243,,,,,,56.0,83,0,56,,,,,,8.0,299,,,,,,64.0,1,0,1.0,1292.0,,,,,,285.0,3,1.48
1304,1826.0,CW,2016-11-26,0422,P33W,599,20,LY2OU,599,15,0,2016-11-26 04:22:00,4,160.0,6.0,93.0,running,Lithuania,15,29,continentEU,55.45,-23.63,LY,11,0,243,,,,,,56.0,84,0,56,,,,,,8.0,299,,,,,,64.0,1,0,1.0,1293.0,,,,,,286.0,3,2.68
1305,1850.0,CW,2016-11-26,0422,P33W,599,20,LY2MM,599,15,0,2016-11-26 04:22:00,4,160.0,6.0,1.0,inband,Lithuania,15,29,continentEU,55.45,-23.63,LY,12,0,243,,,,,,56.0,85,0,56,,,,,,8.0,299,,,,,,64.0,1,0,1.0,1294.0,,,,,,287.0,3,2.52
1306,1826.0,CW,2016-11-26,0422,P33W,599,20,OH8MSO,599,15,0,2016-11-26 04:22:00,4,160.0,6.0,93.0,running,Finland,15,18,continentEU,63.78,-27.08,OH,11,0,243,,,,,,56.0,86,0,56,,,,,,8.0,299,,,,,,64.0,1,0,1.0,1295.0,,,,,,288.0,3,2.84
1307,1826.0,CW,2016-11-26,0422,P33W,599,20,OK5ET,599,15,0,2016-11-26 04:22:00,4,160.0,6.0,93.0,running,Czech Republic,15,28,continentEU,50.00,-16.00,OK,9,0,243,,,,,,56.0,87,0,56,,,,,,8.0,299,,,,,,64.0,1,0,1.0,1296.0,,,,,,289.0,3,1.8
1308,1826.0,CW,2016-11-26,0423,P33W,599,20,LA5YJ,599,14,0,2016-11-26 04:23:00,4,160.0,6.0,93.0,running,Norway,14,18,continentEU,61.00,-9.00,LA,2,0,243,,,,,,56.0,74,0,56,,,,,,8.0,299,,,,,,64.0,1,0,1.0,1297.0,,,,,,290.0,3,2.44
1309,1826.0,CW,2016-11-26,0423,P33W,599,20,YT5A,599,15,0,2016-11-26 04:23:00,4,160.0,6.0,93.0,running,Serbia,15,28,continentEU,44.00,-21.00,YU,3,0,243,,,,,,56.0,88,0,56,,,,,,8.0,299,,,,,,64.0,1,0,1.0,1298.0,,,,,,291.0,3,1.56
1310,1831.0,CW,2016-11-26,0423,P33W,599,20,GK4AMT,599,14,0,2016-11-26 04:23:00,4,160.0,6.0,1.0,inband,England,14,27,continentEU,52.77,1.47,G,6,0,243,,,,,,56.0,75,0,56,,,,,,8.0,299,,,,,,64.0,1,0,1.0,1299.0,,,,,,292.0,3,2.36
1311,1823.0,CW,2016-11-26,0423,P33W,599,20,PI4C,599,14,0,2016-11-26 04:23:00,4,160.0,6.0,1.0,inband,Netherlands,14,27,continentEU,52.28,-5.47,PA,6,0,243,,,,,,56.0,76,0,56,,,,,,8.0,299,,,,,,64.0,1,0,1.0,1300.0,,,,,,293.0,3,1.8
1312,1826.0,CW,2016-11-26,0424,P33W,599,20,UR5MM,599,16,0,2016-11-26 04:24:00,4,160.0,6.0,93.0,running,Ukraine,16,29,continentEU,50.00,-30.00,UR,29,0,243,,,,,,56.0,95,0,56,,,,,,8.0,299,,,,,,64.0,1,0,1.0,1301.0,,,,,,294.0,3,1.96
1313,1826.0,CW,2016-11-26,0424,P33W,599,20,IR3C,599,15,0,2016-11-26 04:24:00,4,160.0,6.0,93.0,running,Italy,15,28,continentEU,42.82,-12.58,I,6,0,243,,,,,,56.0,89,0,56,,,,,,8.0,299,,,,,,64.0,1,0,1.0,1302.0,,,,,,295.0,3,1.72
1314,1843.0,CW,2016-11-26,0424,P33W,599,20,US8UA,599,16,0,2016-11-26 04:24:00,4,160.0,6.0,1.0,inband,Ukraine,16,29,continentEU,50.00,-30.00,UR,30,0,243,,,,,,56.0,96,0,56,,,,,,8.0,299,,,,,,64.0,1,0,1.0,1303.0,,,,,,296.0,3,2.04
1315,1826.0,CW,2016-11-26,0424,P33W,599,20,UA3LID,599,16,0,2016-11-26 04:24:00,4,160.0,6.0,93.0,running,European Russia,16,29,continentEU,53.65,-41.37,UA,58,0,243,,,,,,56.0,97,0,56,,,,,,8.0,299,,,,,,64.0,1,0,1.0,1304.0,,,,,,297.0,3,2.36
1316,1854.0,CW,2016-11-26,0425,P33W,599,20,EU1A,599,16,0,2016-11-26 04:25:00,4,160.0,6.0,1.0,inband,Belarus,16,29,continentEU,54.00,-28.00,EU,10,0,243,,,,,,56.0,98,0,56,,,,,,8.0,299,,,,,,64.0,1,0,1.0,1305.0,,,,,,298.0,3,1.56
1317,1826.0,CW,2016-11-26,0425,P33W,599,20,4X6FR,599,20,0,2016-11-26 04:25:00,4,160.0,6.0,93.0,running,Israel,20,39,continentAS,31.32,-34.82,4X,3,0,243,,,,,,56.0,18,0,56,,,,,,8.0,299,,,,,,64.0,1,0,1.0,1306.0,,,,,,299.0,1,2.44
1318,1826.0,CW,2016-11-26,0425,P33W,599,20,YO2AQB,599,20,0,2016-11-26 04:25:00,4,160.0,6.0,93.0,running,Romania,20,28,continentEU,45.78,-24.70,YO,5,0,243,,,,,,56.0,19,0,56,,,,,,8.0,299,,,,,,64.0,1,0,1.0,1307.0,,,,,,300.0,3,3.24
1319,1829.0,CW,2016-11-26,0425,P33W,599,20,MM0T,599,14,0,2016-11-26 04:25:00,4,160.0,6.0,3.0,inband,Scotland,14,27,continentEU,56.82,4.18,GM,2,0,243,,,,,,56.0,77,0,56,,,,,,8.0,299,,,,,,64.0,1,0,1.0,1308.0,,,,,,301.0,3,1.8
1320,1826.0,CW,2016-11-26,0425,P33W,599,20,R7NA,599,16,0,2016-11-26 04:25:00,4,160.0,6.0,93.0,running,European Russia,16,29,continentEU,53.65,-41.37,UA,59,0,243,,,,,,56.0,99,0,56,,,,,,8.0,299,,,,,,64.0,1,0,1.0,1309.0,,,,,,302.0,3,1.56
1321,1826.0,CW,2016-11-26,0425,P33W,599,20,OK1DOT,599,15,0,2016-11-26 04:25:00,4,160.0,6.0,93.0,running,Czech Republic,15,28,continentEU,50.00,-16.00,OK,10,0,243,,,,,,56.0,90,0,56,,,,,,8.0,299,,,,,,64.0,1,0,1.0,1310.0,,,,,,303.0,3,2.92
1322,1826.0,CW,2016-11-26,0426,P33W,599,20,OK1FFU,599,15,0,2016-11-26 04:26:00,4,160.0,6.0,93.0,running,Czech Republic,15,28,continentEU,50.00,-16.00,OK,11,0,243,,,,,,56.0,91,0,56,,,,,,8.0,299,,,,,,64.0,1,0,1.0,1311.0,,,,,,304.0,3,3.08
1323,1826.0,CW,2016-11-26,0426,P33W,599,20,DL2YBG,599,14,0,2016-11-26 04:26:00,4,160.0,6.0,93.0,running,Fed. Rep. of Germany,14,28,continentEU,51.00,-10.00,DL,32,0,243,,,,,,56.0,78,0,56,,,,,,8.0,299,,,,,,64.0,1,0,1.0,1312.0,,,,,,305.0,3,3.08
1324,3500.0,CW,2016-11-26,0426,P33W,599,20,Z3B,599,15,1,2016-11-26 04:26:00,4,80.0,5.0,1.0,multi,Macedonia,15,28,continentEU,41.60,-21.65,Z3,1,1,244,,,,,82.0,,107,0,56,,,,,20.0,,300,,,,,102.0,,1,0,1.0,1313.0,,,,,326.0,,3,1.56
1325,1816.0,CW,2016-11-26,0426,P33W,599,20,UY2UQ,599,16,0,2016-11-26 04:26:00,4,160.0,6.0,1.0,inband,Ukraine,16,29,continentEU,50.00,-30.00,UR,31,0,244,,,,,,56.0,100,0,56,,,,,,8.0,300,,,,,,64.0,1,0,1.0,1314.0,,,,,,306.0,3,2.68
1326,1826.0,CW,2016-11-26,0426,P33W,599,20,UX3IO,599,16,0,2016-11-26 04:26:00,4,160.0,6.0,93.0,running,Ukraine,16,29,continentEU,50.00,-30.00,UR,32,0,244,,,,,,56.0,101,0,56,,,,,,8.0,300,,,,,,64.0,1,0,1.0,1315.0,,,,,,307.0,3,2.28
1327,1826.0,CW,2016-11-26,0427,P33W,599,20,LY1NM,599,15,0,2016-11-26 04:27:00,4,160.0,6.0,93.0,running,Lithuania,15,29,continentEU,55.45,-23.63,LY,13,0,244,,,,,,56.0,92,0,56,,,,,,8.0,300,,,,,,64.0,1,0,1.0,1316.0,,,,,,308.0,3,2.52
1328,1832.0,CW,2016-11-26,0427,P33W,599,20,OR3A,599,14,0,2016-11-26 04:27:00,4,160.0,6.0,2.0,inband,Belgium,14,27,continentEU,50.70,-4.85,ON,2,0,244,,,,,,56.0,79,0,56,,,,,,8.0,300,,,,,,64.0,1,0,1.0,1317.0,,,,,,309.0,3,1.8
1329,1826.0,CW,2016-11-26,0428,P33W,599,20,LZ9R,599,20,0,2016-11-26 04:28:00,4,160.0,6.0,93.0,running,Bulgaria,20,28,continentEU,42.83,-25.08,LZ,7,0,244,,,,,,56.0,20,0,56,,,,,,8.0,300,,,,,,64.0,1,0,1.0,1318.0,,,,,,310.0,3,2.12
1330,1810.0,CW,2016-11-26,0428,P33W,599,20,LY9Y,599,15,0,2016-11-26 04:28:00,4,160.0,6.0,1.0,inband,Lithuania,15,29,continentEU,55.45,-23.63,LY,14,0,244,,,,,,56.0,93,0,56,,,,,,8.0,300,,,,,,64.0,1,0,1.0,1319.0,,,,,,311.0,3,2.44
1331,1826.0,CW,2016-11-26,0428,P33W,599,20,ON5FP,599,14,0,2016-11-26 04:28:00,4,160.0,6.0,93.0,running,Belgium,14,27,continentEU,50.70,-4.85,ON,3,0,244,,,,,,56.0,80,0,56,,,,,,8.0,300,,,,,,64.0,1,0,1.0,1320.0,,,,,,312.0,3,2.28
1332,1826.0,CW,2016-11-26,0428,P33W,599,20,IK3ORD,599,15,0,2016-11-26 04:28:00,4,160.0,6.0,93.0,running,Italy,15,28,continentEU,42.82,-12.58,I,7,0,244,,,,,,56.0,94,0,56,,,,,,8.0,300,,,,,,64.0,1,0,1.0,1321.0,,,,,,313.0,3,2.6
1333,3529.0,CW,2016-11-26,0428,P33W,599,20,KP2M,599,8,1,2016-11-26 04:28:00,4,80.0,5.0,2.0,multi,US Virgin Islands,8,11,continentNA,17.73,64.80,KP2,1,1,245,,,,,83.0,,6,0,56,,,,,20.0,,301,,,,,103.0,,1,0,1.0,1322.0,,,,,327.0,,3,2.04
1334,1813.0,CW,2016-11-26,0429,P33W,599,20,UY5ZZ,599,16,0,2016-11-26 04:29:00,4,160.0,6.0,1.0,inband,Ukraine,16,29,continentEU,50.00,-30.00,UR,33,0,245,,,,,,56.0,102,0,56,,,,,,8.0,301,,,,,,64.0,1,0,1.0,1323.0,,,,,,314.0,3,2.52
