,frequency,mode,date,time,mycall,urrst,urnr,call,myrst,mynr,stn,datetime,hour,band,band_int,frequency_counts,station_type,dxcc,zonecq,zoneitu,continent,latitude,longitude,prefix,cum_dxcc_band,dxcc_band,dxcc_band_evol_all,dxcc_band_evol_10,dxcc_band_evol_15,dxcc_band_evol_20,dxcc_band_evol_40,dxcc_band_evol_80,dxcc_band_evol_160,cum_zonecq_band,zonecq_band,zonecq_band_evol_all,zonecq_band_evol_10,zonecq_band_evol_15,zonecq_band_evol_20,zonecq_band_evol_40,zonecq_band_evol_80,zonecq_band_evol_160,mults_evol_all,mults_evol_10,mults_evol_15,mults_evol_20,mults_evol_40,mults_evol_80,mults_evol_160,call_counter_band,isdupe,qsos_counter_band,qsos_evol_all,qsos_evol_10,qsos_evol_15,qsos_evol_20,qsos_evol_40,qsos_evol_80,qsos_evol_160,points,morse_length_seconds
1554,7011.0,CW,2016-11-26,0634,EA2EA,599,14,9A3JH,599,15,0,2016-11-26 06:34:00,6,40.0,4.0,106.0,running,Croatia,15,28,continentEU,45.18,-15.30,9A,13,0,268,,,,108.0,,,163,0,66,,,,31.0,,,334,,,,139.0,,,1,0,1.0,1533.0,,,,796.0,,,1,2.68
1555,1815.0,CW,2016-11-26,0634,EA2EA,599,14,EA5BM,599,14,1,2016-11-26 06:34:00,6,160.0,6.0,21.0,running,Spain,14,37,continentEU,40.37,4.88,EA,4,0,268,,,,,,65.0,54,0,66,,,,,,12.0,334,,,,,,77.0,1,0,1.0,1534.0,,,,,,156.0,1,1.72
1556,1815.0,CW,2016-11-26,0634,EA2EA,599,14,CR3W,599,33,1,2016-11-26 06:34:00,6,160.0,6.0,21.0,running,Madeira Islands,33,36,continentAF,32.75,16.95,CT3,2,0,268,,,,,,65.0,5,0,66,,,,,,12.0,334,,,,,,77.0,1,0,1.0,1535.0,,,,,,157.0,3,1.96
1557,7011.0,CW,2016-11-26,0634,EA2EA,599,14,OK2VWB,599,15,0,2016-11-26 06:34:00,6,40.0,4.0,106.0,running,Czech Republic,15,28,continentEU,50.00,-16.00,OK,22,0,268,,,,108.0,,,164,0,66,,,,31.0,,,334,,,,139.0,,,1,0,1.0,1536.0,,,,797.0,,,1,3.08
1558,1815.0,CW,2016-11-26,0635,EA2EA,599,14,S57Q,599,15,1,2016-11-26 06:35:00,6,160.0,6.0,21.0,running,Slovenia,15,28,continentEU,46.00,-14.00,S5,5,0,268,,,,,,65.0,42,0,66,,,,,,12.0,334,,,,,,77.0,1,0,1.0,1537.0,,,,,,158.0,1,1.96
1559,7011.0,CW,2016-11-26,0635,EA2EA,599,14,DK4LX,599,14,0,2016-11-26 06:35:00,6,40.0,4.0,106.0,running,Fed. Rep. of Germany,14,28,continentEU,51.00,-10.00,DL,39,0,268,,,,108.0,,,88,0,66,,,,31.0,,,334,,,,139.0,,,1,0,1.0,1538.0,,,,798.0,,,1,2.36
1560,7011.0,CW,2016-11-26,0635,EA2EA,599,14,UA3THY,599,16,0,2016-11-26 06:35:00,6,40.0,4.0,106.0,running,European Russia,16,29,continentEU,53.65,-41.37,UA,95,0,268,,,,108.0,,,162,0,66,,,,31.0,,,334,,,,139.0,,,1,0,1.0,1539.0,,,,799.0,,,1,2.52
1561,1815.0,CW,2016-11-26,0635,EA2EA,599,14,DJ8RS,599,14,1,2016-11-26 06:35:00,6,160.0,6.0,21.0,running,Fed. Rep. of Germany,14,28,continentEU,51.00,-10.00,DL,16,0,268,,,,,,65.0,55,0,66,,,,,,12.0,334,,,,,,77.0,1,0,1.0,1540.0,,,,,,159.0,1,2.36
1562,14004.0,CW,2016-11-26,0635,EA2EA,599,14,JA6LCJ,599,25,1,2016-11-26 06:35:00,6,20.0,3.0,1.0,multi,Japan,25,45,continentAS,36.40,-138.38,JA,1,1,269,,,4.0,,,,1,1,67,,,4.0,,,,336,,,8.0,,,,1,0,1.0,1541.0,,,4.0,,,,3,3.08
1563,1815.0,CW,2016-11-26,0635,EA2EA,599,14,S52OT,599,15,1,2016-11-26 06:35:00,6,160.0,6.0,21.0,running,Slovenia,15,28,continentEU,46.00,-14.00,S5,6,0,269,,,,,,65.0,43,0,67,,,,,,12.0,336,,,,,,77.0,1,0,1.0,1542.0,,,,,,160.0,1,2.2
1564,7011.0,CW,2016-11-26,0635,EA2EA,599,14,DJ3HW,599,14,0,2016-11-26 06:35:00,6,40.0,4.0,106.0,running,Fed. Rep. of Germany,14,28,continentEU,51.00,-10.00,DL,40,0,269,,,,108.0,,,89,0,67,,,,31.0,,,336,,,,139.0,,,1,0,1.0,1543.0,,,,800.0,,,1,2.44
1565,1815.0,CW,2016-11-26,0636,EA2EA,599,14,OG2W,599,15,1,2016-11-26 06:36:00,6,160.0,6.0,21.0,running,Finland,15,18,continentEU,63.78,-27.08,OH,3,0,269,,,,,,65.0,44,0,67,,,,,,12.0,336,,,,,,77.0,1,0,1.0,1544.0,,,,,,161.0,1,2.12
1566,1815.0,CW,2016-11-26,0636,EA2EA,599,14,OK2W,599,15,1,2016-11-26 06:36:00,6,160.0,6.0,21.0,running,Czech Republic,15,28,continentEU,50.00,-16.00,OK,5,0,269,,,,,,65.0,45,0,67,,,,,,12.0,336,,,,,,77.0,1,0,1.0,1545.0,,,,,,162.0,1,2.12
1567,1815.0,CW,2016-11-26,0637,EA2EA,599,14,G8D,599,14,1,2016-11-26 06:37:00,6,160.0,6.0,21.0,running,England,14,27,continentEU,52.77,1.47,G,6,0,269,,,,,,65.0,56,0,67,,,,,,12.0,336,,,,,,77.0,1,0,1.0,1546.0,,,,,,163.0,1,1.48
1568,7011.0,CW,2016-11-26,0637,EA2EA,599,14,R3XA,599,16,0,2016-11-26 06:37:00,6,40.0,4.0,106.0,running,European Russia,16,29,continentEU,53.65,-41.37,UA,96,0,269,,,,108.0,,,163,0,67,,,,31.0,,,336,,,,139.0,,,1,0,1.0,1547.0,,,,801.0,,,1,1.8
1569,1815.0,CW,2016-11-26,0637,EA2EA,599,14,HB9AAZ,599,14,1,2016-11-26 06:37:00,6,160.0,6.0,21.0,running,Switzerland,14,28,continentEU,46.87,-8.12,HB,3,0,269,,,,,,65.0,57,0,67,,,,,,12.0,336,,,,,,77.0,1,0,1.0,1548.0,,,,,,164.0,1,2.76
1570,7011.0,CW,2016-11-26,0637,EA2EA,599,14,M0TDW,599,14,0,2016-11-26 06:37:00,6,40.0,4.0,106.0,running,England,14,27,continentEU,52.77,1.47,G,4,0,269,,,,108.0,,,90,0,67,,,,31.0,,,336,,,,139.0,,,1,0,1.0,1549.0,,,,802.0,,,1,2.28
1571,1815.0,CW,2016-11-26,0637,EA2EA,599,14,IQ2LS,599,15,1,2016-11-26 06:37:00,6,160.0,6.0,21.0,running,Italy,15,28,continentEU,42.82,-12.58,I,5,0,269,,,,,,65.0,46,0,67,,,,,,12.0,336,,,,,,77.0,1,0,1.0,1550.0,,,,,,165.0,1,2.28
1572,7011.0,CW,2016-11-26,0637,EA2EA,599,14,DF3MC,599,14,0,2016-11-26 06:37:00,6,40.0,4.0,106.0,running,Fed. Rep. of Germany,14,28,continentEU,51.00,-10.00,DL,41,0,269,,,,108.0,,,91,0,67,,,,31.0,,,336,,,,139.0,,,1,0,1.0,1551.0,,,,803.0,,,1,2.36
1573,1815.0,CW,2016-11-26,0638,EA2EA,599,14,DL1ATZ,599,14,1,2016-11-26 06:38:00,6,160.0,6.0,21.0,running,Fed. Rep. of Germany,14,28,continentEU,51.00,-10.00,DL,17,0,269,,,,,,65.0,58,0,67,,,,,,12.0,336,,,,,,77.0,1,0,1.0,1552.0,,,,,,166.0,1,2.68
1574,7011.0,CW,2016-11-26,0638,EA2EA,599,14,G4DDL,599,14,0,2016-11-26 06:38:00,6,40.0,4.0,106.0,running,England,14,27,continentEU,52.77,1.47,G,5,0,269,,,,108.0,,,92,0,67,,,,31.0,,,336,,,,139.0,,,1,0,1.0,1553.0,,,,804.0,,,1,2.2
1575,1815.0,CW,2016-11-26,0638,EA2EA,599,14,IZ2FOS,599,15,1,2016-11-26 06:38:00,6,160.0,6.0,21.0,running,Italy,15,28,continentEU,42.82,-12.58,I,6,0,269,,,,,,65.0,47,0,67,,,,,,12.0,336,,,,,,77.0,1,0,1.0,1554.0,,,,,,167.0,1,2.76
1576,1815.0,CW,2016-11-26,0638,EA2EA,599,14,S57M,599,15,1,2016-11-26 06:38:00,6,160.0,6.0,21.0,running,Slovenia,15,28,continentEU,46.00,-14.00,S5,7,0,269,,,,,,65.0,48,0,67,,,,,,12.0,336,,,,,,77.0,1,0,1.0,1555.0,,,,,,168.0,1,1.72
1577,7011.0,CW,2016-11-26,0638,EA2EA,599,14,RX3VF,599,16,0,2016-11-26 06:38:00,6,40.0,4.0,106.0,running,European Russia,16,29,continentEU,53.65,-41.37,UA,97,0,269,,,,108.0,,,164,0,67,,,,31.0,,,336,,,,139.0,,,1,0,1.0,1556.0,,,,805.0,,,1,2.44
1578,7011.0,CW,2016-11-26,0639,EA2EA,599,14,ON6NL,599,14,0,2016-11-26 06:39:00,6,40.0,4.0,106.0,running,Belgium,14,27,continentEU,50.70,-4.85,ON,2,0,269,,,,108.0,,,93,0,67,,,,31.0,,,336,,,,139.0,,,1,0,1.0,1557.0,,,,806.0,,,1,2.12
1579,7011.0,CW,2016-11-26,0639,EA2EA,599,14,YU1TY,599,15,0,2016-11-26 06:39:00,6,40.0,4.0,106.0,running,Serbia,15,28,continentEU,44.00,-21.00,YU,11,0,269,,,,108.0,,,165,0,67,,,,31.0,,,336,,,,139.0,,,1,0,1.0,1558.0,,,,807.0,,,1,2.6
1580,1815.0,CW,2016-11-26,0639,EA2EA,599,14,GM4AFF,599,14,1,2016-11-26 06:39:00,6,160.0,6.0,21.0,running,Scotland,14,27,continentEU,56.82,4.18,GM,2,0,269,,,,,,65.0,59,0,67,,,,,,12.0,336,,,,,,77.0,1,0,1.0,1559.0,,,,,,169.0,1,2.6
1581,7011.0,CW,2016-11-26,0640,EA2EA,599,14,YO4ATW,599,20,0,2016-11-26 06:40:00,6,40.0,4.0,106.0,running,Romania,20,28,continentEU,45.78,-24.70,YO,21,0,269,,,,108.0,,,49,0,67,,,,31.0,,,336,,,,139.0,,,1,0,1.0,1560.0,,,,808.0,,,1,2.68
1582,1834.0,CW,2016-11-26,0640,EA2EA,599,14,M6T,599,14,1,2016-11-26 06:40:00,6,160.0,6.0,1.0,inband,England,14,27,continentEU,52.77,1.47,G,7,0,269,,,,,,65.0,60,0,67,,,,,,12.0,336,,,,,,77.0,1,0,1.0,1561.0,,,,,,170.0,1,1.08
1583,1815.0,CW,2016-11-26,0641,EA2EA,599,14,N3IQ,599,5,1,2016-11-26 06:41:00,6,160.0,6.0,21.0,running,United States,5,8,continentNA,37.53,91.67,K,18,0,269,,,,,,65.0,17,0,67,,,,,,12.0,336,,,,,,77.0,1,0,1.0,1562.0,,,,,,171.0,3,1.72
1584,1833.0,CW,2016-11-26,0641,EA2EA,599,14,MI0BPB,599,14,1,2016-11-26 06:41:00,6,160.0,6.0,2.0,inband,Northern Ireland,14,27,continentEU,54.73,6.68,GI,2,0,269,,,,,,65.0,61,0,67,,,,,,12.0,336,,,,,,77.0,1,0,1.0,1563.0,,,,,,172.0,1,2.92
1585,7011.0,CW,2016-11-26,0642,EA2EA,599,14,LY5W,599,15,0,2016-11-26 06:42:00,6,40.0,4.0,106.0,running,Lithuania,15,29,continentEU,55.45,-23.63,LY,14,0,269,,,,108.0,,,166,0,67,,,,31.0,,,336,,,,139.0,,,1,0,1.0,1564.0,,,,809.0,,,1,1.96
1586,7011.0,CW,2016-11-26,0642,EA2EA,599,14,OK1YM,599,15,0,2016-11-26 06:42:00,6,40.0,4.0,106.0,running,Czech Republic,15,28,continentEU,50.00,-16.00,OK,23,0,269,,,,108.0,,,167,0,67,,,,31.0,,,336,,,,139.0,,,1,0,1.0,1565.0,,,,810.0,,,1,2.76
1587,7011.0,CW,2016-11-26,0642,EA2EA,599,14,UT8QQ,599,16,0,2016-11-26 06:42:00,6,40.0,4.0,106.0,running,Ukraine,16,29,continentEU,50.00,-30.00,UR,59,0,269,,,,108.0,,,165,0,67,,,,31.0,,,336,,,,139.0,,,1,0,1.0,1566.0,,,,811.0,,,1,2.52
1588,7011.0,CW,2016-11-26,0642,EA2EA,599,14,ON3DI,599,14,0,2016-11-26 06:42:00,6,40.0,4.0,106.0,running,Belgium,14,27,continentEU,50.70,-4.85,ON,3,0,269,,,,108.0,,,94,0,67,,,,31.0,,,336,,,,139.0,,,1,0,1.0,1567.0,,,,812.0,,,1,2.04
1589,1825.0,CW,2016-11-26,0643,EA2EA,599,14,PI4DX,599,14,1,2016-11-26 06:43:00,6,160.0,6.0,3.0,inband,Netherlands,14,27,continentEU,52.28,-5.47,PA,4,0,269,,,,,,65.0,62,0,67,,,,,,12.0,336,,,,,,77.0,1,0,1.0,1568.0,,,,,,173.0,1,2.2
1590,7011.0,CW,2016-11-26,0643,EA2EA,599,14,4X4NJ,599,20,0,2016-11-26 06:43:00,6,40.0,4.0,106.0,running,Israel,20,39,continentAS,31.32,-34.82,4X,3,0,269,,,,108.0,,,50,0,67,,,,31.0,,,336,,,,139.0,,,1,0,1.0,1569.0,,,,813.0,,,3,2.52
1591,1813.0,CW,2016-11-26,0644,EA2EA,599,14,G5W,599,14,1,2016-11-26 06:44:00,6,160.0,6.0,1.0,inband,England,14,27,continentEU,52.77,1.47,G,8,0,269,,,,,,65.0,63,0,67,,,,,,12.0,336,,,,,,77.0,1,0,1.0,1570.0,,,,,,174.0,1,1.32
1592,7011.0,CW,2016-11-26,0644,EA2EA,599,14,DC4A,599,14,0,2016-11-26 06:44:00,6,40.0,4.0,106.0,running,Fed. Rep. of Germany,14,28,continentEU,51.00,-10.00,DL,42,0,269,,,,108.0,,,95,0,67,,,,31.0,,,336,,,,139.0,,,1,0,1.0,1571.0,,,,814.0,,,1,1.72
1593,1831.0,CW,2016-11-26,0644,EA2EA,599,14,GW9J,599,14,1,2016-11-26 06:44:00,6,160.0,6.0,3.0,inband,Wales,14,27,continentEU,52.28,3.73,GW,2,0,269,,,,,,65.0,64,0,67,,,,,,12.0,336,,,,,,77.0,1,0,1.0,1572.0,,,,,,175.0,1,2.28
1594,7011.0,CW,2016-11-26,0644,EA2EA,599,14,EA5FL,599,14,0,2016-11-26 06:44:00,6,40.0,4.0,106.0,running,Spain,14,37,continentEU,40.37,4.88,EA,6,0,269,,,,108.0,,,96,0,67,,,,31.0,,,336,,,,139.0,,,1,0,1.0,1573.0,,,,815.0,,,1,1.8
1595,1827.0,CW,2016-11-26,0645,EA2EA,599,14,HB9CA,599,14,1,2016-11-26 06:45:00,6,160.0,6.0,1.0,multi,Switzerland,14,28,continentEU,46.87,-8.12,HB,4,0,269,,,,,,65.0,65,0,67,,,,,,12.0,336,,,,,,77.0,1,0,1.0,1574.0,,,,,,176.0,1,2.44
1596,7011.0,CW,2016-11-26,0645,EA2EA,599,14,DL8AWK,599,14,0,2016-11-26 06:45:00,6,40.0,4.0,106.0,running,Fed. Rep. of Germany,14,28,continentEU,51.00,-10.00,DL,43,0,269,,,,108.0,,,97,0,67,,,,31.0,,,336,,,,139.0,,,1,0,1.0,1575.0,,,,816.0,,,1,2.76
1597,7011.0,CW,2016-11-26,0645,EA2EA,599,14,IZ4JMA,599,15,0,2016-11-26 06:45:00,6,40.0,4.0,106.0,running,Italy,15,28,continentEU,42.82,-12.58,I,7,0,269,,,,108.0,,,168,0,67,,,,31.0,,,336,,,,139.0,,,1,0,1.0,1576.0,,,,817.0,,,1,2.6
1598,1821.0,CW,2016-11-26,0646,EA2EA,599,14,F5IN,599,14,1,2016-11-26 06:46:00,6,160.0,6.0,1.0,multi,France,14,27,continentEU,46.00,-2.00,F,7,0,269,,,,,,65.0,66,0,67,,,,,,12.0,336,,,,,,77.0,1,0,1.0,1577.0,,,,,,177.0,1,1.4
1599,1829.0,CW,2016-11-26,0646,EA2EA,599,14,PI4CC,599,14,1,2016-11-26 06:46:00,6,160.0,6.0,2.0,multi,Netherlands,14,27,continentEU,52.28,-5.47,PA,5,0,269,,,,,,65.0,67,0,67,,,,,,12.0,336,,,,,,77.0,1,0,1.0,1578.0,,,,,,178.0,1,2.36
1600,7008.0,CW,2016-11-26,0646,EA2EA,599,14,ED9U,599,33,0,2016-11-26 06:46:00,6,40.0,4.0,1.0,inband,Ceuta & Melilla,33,37,continentAF,35.90,5.27,EA9,1,1,270,,,,109.0,,,7,0,67,,,,31.0,,,337,,,,140.0,,,1,0,1.0,1579.0,,,,818.0,,,3,1.64
1601,7011.0,CW,2016-11-26,0647,EA2EA,599,14,DL8TG,599,14,0,2016-11-26 06:47:00,6,40.0,4.0,106.0,running,Fed. Rep. of Germany,14,28,continentEU,51.00,-10.00,DL,44,0,270,,,,109.0,,,98,0,67,,,,31.0,,,337,,,,140.0,,,1,0,1.0,1580.0,,,,819.0,,,1,2.2
1602,1838.0,CW,2016-11-26,0647,EA2EA,599,14,XL3A,599,4,1,2016-11-26 06:47:00,6,160.0,6.0,4.0,multi,Canada,5,9,continentNA,44.35,78.75,VE,2,0,270,,,,,,65.0,3,0,67,,,,,,12.0,337,,,,,,77.0,1,0,1.0,1581.0,,,,,,179.0,3,1.88
1603,7011.0,CW,2016-11-26,0647,EA2EA,599,14,YT5L,599,15,0,2016-11-26 06:47:00,6,40.0,4.0,106.0,running,Serbia,15,28,continentEU,44.00,-21.00,YU,12,0,270,,,,109.0,,,169,0,67,,,,31.0,,,337,,,,140.0,,,1,0,1.0,1582.0,,,,820.0,,,1,1.72
1604,7011.0,CW,2016-11-26,0648,EA2EA,599,14,IS0ESG/QRP,599,15,0,2016-11-26 06:48:00,6,40.0,4.0,106.0,running,Sardinia,15,28,continentEU,40.15,-9.27,IS,1,1,271,,,,110.0,,,170,0,67,,,,31.0,,,338,,,,141.0,,,1,0,1.0,1583.0,,,,821.0,,,1,4.52
1605,7011.0,CW,2016-11-26,0648,EA2EA,599,14,LZ5QZ,599,20,0,2016-11-26 06:48:00,6,40.0,4.0,106.0,running,Bulgaria,20,28,continentEU,42.83,-25.08,LZ,17,0,271,,,,110.0,,,51,0,67,,,,31.0,,,338,,,,141.0,,,1,0,1.0,1584.0,,,,822.0,,,1,2.6
1606,7011.0,CW,2016-11-26,0649,EA2EA,599,14,UX8IX,599,16,0,2016-11-26 06:49:00,6,40.0,4.0,106.0,running,Ukraine,16,29,continentEU,50.00,-30.00,UR,60,0,271,,,,110.0,,,166,0,67,,,,31.0,,,338,,,,141.0,,,1,0,1.0,1585.0,,,,823.0,,,1,2.36
1607,1828.0,CW,2016-11-26,0649,EA2EA,599,14,YW4D,599,9,1,2016-11-26 06:49:00,6,160.0,6.0,1.0,multi,Venezuela,9,12,continentSA,8.00,66.00,YV,1,1,272,,,,,,66.0,4,0,67,,,,,,12.0,339,,,,,,78.0,1,0,1.0,1586.0,,,,,,180.0,3,1.96
1608,7023.0,CW,2016-11-26,0649,EA2EA,599,14,GM2V,599,14,0,2016-11-26 06:49:00,6,40.0,4.0,1.0,inband,Scotland,14,27,continentEU,56.82,4.18,GM,1,1,273,,,,111.0,,,99,0,67,,,,31.0,,,340,,,,142.0,,,1,0,1.0,1587.0,,,,824.0,,,1,1.96
1609,7011.0,CW,2016-11-26,0650,EA2EA,599,14,S51DX,599,15,0,2016-11-26 06:50:00,6,40.0,4.0,106.0,running,Slovenia,15,28,continentEU,46.00,-14.00,S5,8,0,273,,,,111.0,,,171,0,67,,,,31.0,,,340,,,,142.0,,,1,0,1.0,1588.0,,,,825.0,,,1,2.44
1610,1826.0,CW,2016-11-26,0650,EA2EA,599,14,DK2FG,599,14,1,2016-11-26 06:50:00,6,160.0,6.0,1.0,multi,Fed. Rep. of Germany,14,28,continentEU,51.00,-10.00,DL,18,0,273,,,,,,66.0,68,0,67,,,,,,12.0,340,,,,,,78.0,1,0,1.0,1589.0,,,,,,181.0,1,2.44
1611,7011.0,CW,2016-11-26,0650,EA2EA,599,14,HA6NW,599,15,0,2016-11-26 06:50:00,6,40.0,4.0,106.0,running,Hungary,15,28,continentEU,47.12,-19.28,HA,20,0,273,,,,111.0,,,172,0,67,,,,31.0,,,340,,,,142.0,,,1,0,1.0,1590.0,,,,826.0,,,1,1.96
1612,1838.0,CW,2016-11-26,0650,EA2EA,599,14,DG1CMZ,599,14,1,2016-11-26 06:50:00,6,160.0,6.0,4.0,multi,Fed. Rep. of Germany,14,28,continentEU,51.00,-10.00,DL,19,0,273,,,,,,66.0,69,0,67,,,,,,12.0,340,,,,,,78.0,1,0,1.0,1591.0,,,,,,182.0,1,3.08
1613,7011.0,CW,2016-11-26,0651,EA2EA,599,14,UA3LIZ,599,16,0,2016-11-26 06:51:00,6,40.0,4.0,106.0,running,European Russia,16,29,continentEU,53.65,-41.37,UA,98,0,273,,,,111.0,,,167,0,67,,,,31.0,,,340,,,,142.0,,,1,0,1.0,1592.0,,,,827.0,,,1,2.52
1614,7011.0,CW,2016-11-26,0651,EA2EA,599,14,LZ2FL,599,20,0,2016-11-26 06:51:00,6,40.0,4.0,106.0,running,Bulgaria,20,28,continentEU,42.83,-25.08,LZ,18,0,273,,,,111.0,,,52,0,67,,,,31.0,,,340,,,,142.0,,,2,1,,,,,,,,,0,2.6
1615,7011.0,CW,2016-11-26,0651,EA2EA,599,14,OE9WGI,599,15,0,2016-11-26 06:51:00,6,40.0,4.0,106.0,running,Austria,15,28,continentEU,47.33,-13.33,OE,6,0,273,,,,111.0,,,173,0,67,,,,31.0,,,340,,,,142.0,,,1,0,1.0,1593.0,,,,828.0,,,1,2.6
1616,1829.0,CW,2016-11-26,0651,EA2EA,599,14,G2F,599,14,1,2016-11-26 06:51:00,6,160.0,6.0,2.0,multi,England,14,27,continentEU,52.77,1.47,G,9,0,273,,,,,,66.0,70,0,67,,,,,,12.0,340,,,,,,78.0,1,0,1.0,1594.0,,,,,,183.0,1,1.56
1617,7011.0,CW,2016-11-26,0652,EA2EA,599,14,S51WO,599,15,0,2016-11-26 06:52:00,6,40.0,4.0,106.0,running,Slovenia,15,28,continentEU,46.00,-14.00,S5,9,0,273,,,,111.0,,,174,0,67,,,,31.0,,,340,,,,142.0,,,1,0,1.0,1595.0,,,,829.0,,,1,2.52
1618,7011.0,CW,2016-11-26,0652,EA2EA,599,14,YU7D,599,15,0,2016-11-26 06:52:00,6,40.0,4.0,106.0,running,Serbia,15,28,continentEU,44.00,-21.00,YU,13,0,273,,,,111.0,,,175,0,67,,,,31.0,,,340,,,,142.0,,,1,0,1.0,1596.0,,,,830.0,,,1,1.96
1619,1830.0,CW,2016-11-26,0653,EA2EA,599,14,VE3JM,599,4,1,2016-11-26 06:53:00,6,160.0,6.0,3.0,multi,Canada,5,9,continentNA,44.35,78.75,VE,3,0,273,,,,,,66.0,4,0,67,,,,,,12.0,340,,,,,,78.0,1,0,1.0,1597.0,,,,,,184.0,3,2.2
1620,7011.0,CW,2016-11-26,0653,EA2EA,599,14,UY0CA,599,16,0,2016-11-26 06:53:00,6,40.0,4.0,106.0,running,Ukraine,16,29,continentEU,50.00,-30.00,UR,61,0,273,,,,111.0,,,168,0,67,,,,31.0,,,340,,,,142.0,,,1,0,1.0,1598.0,,,,831.0,,,1,2.68
1621,1831.0,CW,2016-11-26,0653,EA2EA,599,14,K1AR,599,5,1,2016-11-26 06:53:00,6,160.0,6.0,3.0,multi,United States,5,8,continentNA,37.53,91.67,K,19,0,273,,,,,,66.0,18,0,67,,,,,,12.0,340,,,,,,78.0,1,0,1.0,1599.0,,,,,,185.0,3,1.88
1622,7011.0,CW,2016-11-26,0653,EA2EA,599,14,YO4AJ,599,20,0,2016-11-26 06:53:00,6,40.0,4.0,106.0,running,Romania,20,28,continentEU,45.78,-24.70,YO,22,0,273,,,,111.0,,,53,0,67,,,,31.0,,,340,,,,142.0,,,1,0,1.0,1600.0,,,,832.0,,,1,2.6
1623,1851.0,CW,2016-11-26,0653,EA2EA,599,14,CW5W,599,13,1,2016-11-26 06:53:00,6,160.0,6.0,1.0,multi,Uruguay,13,14,continentSA,-33.00,56.00,CX,1,1,274,,,,,,67.0,1,1,68,,,,,,13.0,342,,,,,,80.0,1,0,1.0,1601.0,,,,,,186.0,3,1.88
1624,1825.0,CW,2016-11-26,0654,EA2EA,599,14,VE9AA,599,5,1,2016-11-26 06:54:00,6,160.0,6.0,3.0,multi,Canada,5,9,continentNA,44.35,78.75,VE,4,0,274,,,,,,67.0,19,0,68,,,,,,13.0,342,,,,,,80.0,1,0,1.0,1602.0,,,,,,187.0,3,1.96
1625,7011.0,CW,2016-11-26,0654,EA2EA,599,14,RK4FL,599,16,0,2016-11-26 06:54:00,6,40.0,4.0,106.0,running,European Russia,16,29,continentEU,53.65,-41.37,UA,99,0,274,,,,111.0,,,169,0,68,,,,31.0,,,342,,,,142.0,,,1,0,1.0,1603.0,,,,833.0,,,1,2.28
1626,1825.0,CW,2016-11-26,0654,EA2EA,599,14,VY2TT,599,5,1,2016-11-26 06:54:00,6,160.0,6.0,3.0,multi,Canada,5,9,continentNA,44.35,78.75,VE,5,0,274,,,,,,67.0,20,0,68,,,,,,13.0,342,,,,,,80.0,1,0,1.0,1604.0,,,,,,188.0,3,2.2
1627,7011.0,CW,2016-11-26,0654,EA2EA,599,14,RM2T,599,16,0,2016-11-26 06:54:00,6,40.0,4.0,106.0,running,European Russia,16,29,continentEU,53.65,-41.37,UA,100,0,274,,,,111.0,,,170,0,68,,,,31.0,,,342,,,,142.0,,,1,0,1.0,1605.0,,,,834.0,,,1,1.64
1628,1815.0,CW,2016-11-26,0655,EA2EA,599,14,N9NC,599,5,1,2016-11-26 06:55:00,6,160.0,6.0,21.0,running,United States,5,8,continentNA,37.53,91.67,K,20,0,274,,,,,,67.0,21,0,68,,,,,,13.0,342,,,,,,80.0,1,0,1.0,1606.0,,,,,,189.0,3,1.88
1629,7011.0,CW,2016-11-26,0655,EA2EA,599,14,HB9EXR,599,14,0,2016-11-26 06:55:00,6,40.0,4.0,106.0,running,Switzerland,14,28,continentEU,46.87,-8.12,HB,3,0,274,,,,111.0,,,100,0,68,,,,31.0,,,342,,,,142.0,,,1,0,1.0,1607.0,,,,835.0,,,1,2.68
1630,7011.0,CW,2016-11-26,0656,EA2EA,599,14,DL8ULF,599,14,0,2016-11-26 06:56:00,6,40.0,4.0,106.0,running,Fed. Rep. of Germany,14,28,continentEU,51.00,-10.00,DL,45,0,274,,,,111.0,,,101,0,68,,,,31.0,,,342,,,,142.0,,,1,0,1.0,1608.0,,,,836.0,,,1,2.84
1631,7011.0,CW,2016-11-26,0657,EA2EA,599,14,IK0FUX,599,15,0,2016-11-26 06:57:00,6,40.0,4.0,106.0,running,Italy,15,28,continentEU,42.82,-12.58,I,8,0,274,,,,111.0,,,176,0,68,,,,31.0,,,342,,,,142.0,,,1,0,1.0,1609.0,,,,837.0,,,1,2.92
1632,1830.0,CW,2016-11-26,0658,EA2EA,599,14,G4RGK,599,14,1,2016-11-26 06:58:00,6,160.0,6.0,3.0,inband,England,14,27,continentEU,52.77,1.47,G,10,0,274,,,,,,67.0,71,0,68,,,,,,13.0,342,,,,,,80.0,1,0,1.0,1610.0,,,,,,190.0,1,2.28
1633,14017.0,CW,2016-11-26,0659,EA2EA,599,14,A93JA,599,21,0,2016-11-26 06:59:00,6,20.0,3.0,1.0,multi,Bahrain,21,39,continentAS,26.03,-50.53,A9,1,1,275,,,5.0,,,,1,1,69,,,5.0,,,,344,,,10.0,,,,1,0,1.0,1611.0,,,5.0,,,,3,2.6
